ID,imp_op_var39_comer_ult3,imp_op_var40_ult1,imp_op_var41_ult1,ind_var1_0,ind_var5,ind_var12_0,ind_var13_largo_0,ind_var14_0,ind_var18,ind_var24,ind_var25_0,ind_var27,ind_var31_0,ind_var33_0,ind_var37_0,ind_var41_0,ind_var46_0,num_var5_0,num_var8,num_var13_corto,num_var13,num_var18_0,num_var24,num_op_var40_hace2,num_op_var41_hace3,num_op_var39_ult1,num_var27,num_var31_0,num_var33,num_var37_0,num_var41_0,num_var44_0,saldo_var5,saldo_var13_largo,saldo_var18,saldo_var28,saldo_var32,saldo_var41,delta_imp_amort_var18_1y3,delta_imp_compra_var44_1y3,delta_imp_trasp_var17_out_1y3,delta_num_aport_var17_1y3,delta_num_reemb_var33_1y3,delta_num_venta_var44_1y3,imp_aport_var13_hace3,imp_aport_var33_ult1,imp_reemb_var13_hace3,imp_reemb_var33_ult1,imp_trasp_var17_out_hace3,imp_trasp_var33_out_ult1,ind_var10_ult1,ind_var43_recib_ult1,num_aport_var13_ult1,num_var7_emit_ult1,num_var22_hace2,num_med_var45_ult3,num_meses_var13_largo_ult3,num_meses_var39_vig_ult3,num_op_var40_comer_ult3,num_op_var41_efect_ult1,num_reemb_var13_ult1,num_sal_var16_ult1,num_trasp_var17_in_ult1,num_trasp_var33_out_hace3,num_var45_hace3,saldo_medio_var5_hace3,saldo_medio_var8_ult1,saldo_medio_var12_ult3,saldo_medio_var13_largo_hace2,saldo_medio_var13_medio_hace3,saldo_medio_var17_ult1,saldo_medio_var29_ult3,saldo_medio_var44_hace2,TARGET
320,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5.82,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1420,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
254,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,915.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,2,0,0,0,0,0,0,6,9.69,0.0,0.0,0.0,0,0.0,0.0,0.0,0
333,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2.55,0.0,0.0,0.0,0,0.0,0.0,0.0,0
14,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.42,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1499,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,60.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,36.78,0.0,0.0,0.0,0,0.0,0.0,0.0,0
964,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,12,3,0,2729.25,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,6,205.95,0.0,0.0,0.0,0,0.0,0.0,0.0,0
151,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1804,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.83,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1614,1316.31,0.0,3030.75,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,27,0,0,0,0,3,0,1173.69,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,2,0,9,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
474,354.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,18.57,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,15,11.28,0.0,0.0,0.0,0,0.0,0.0,0.0,0
266,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,6,3,0,21.3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.35,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1584,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
462,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
441,33.45,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,56.55,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,125.82,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1843,1027.62,0.0,1387.62,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,48,0,0,0,18,3,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,0,2,0,12,0,0,0,0,27,484.14,2318.01,0.0,0.0,0,0.0,0.0,0.0,0
1006,0.0,0.0,0.0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,30.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,9,13.59,0.0,20658.45,0.0,0,0.0,0.0,0.0,0
235,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1962,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.84,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1548,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
362,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.44,0.0,0.0,0.0,0,0.0,0.0,0.0,0
93,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1401,0.0,0.0,360.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,3,0,0,0,6,3,0,5.73,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,2,0,3,0,0,0,0,9,14.04,0.0,0.0,0.0,0,0.0,0.0,0.0,0
200,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1171,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,3,0,0,0,0,0,0,0,0,0,3,0,6000.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,1,0,0,0,0,0,0,9,16741.92,0.0,0.0,0.0,0,0.0,0.0,0.0,0
130,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
811,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
887,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1517,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1976,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
56,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
940,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
1087,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,210000,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,48999.99,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1074,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,1,0,0,0,0,0,0,3,1.11,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1224,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,0,2,0,0,0,0,0,0,3,0.0,1800.0,0.0,0.0,0,0.0,0.0,0.0,0
1395,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.08,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1853,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
674,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
115,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20.34,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1020,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,2,0,0,0,0,0,0,9,5.97,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1041,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1832,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1565,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
543,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9.69,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1622,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6000.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,0,0,0,0,0,3,1700.01,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1433,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,12,9.81,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1364,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,90.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,24.03,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1649,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1044,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.09,0.0,0.0,0.0,0,0.0,0.0,0.0,0
903,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,60000.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,2,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
42,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9003.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,15,0,2,0,0,0,0,0,0,18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1442,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,356.91,0.0,0.0,0.0,0,0.0,0.0,0.0,0
973,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.17,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1131,4018.17,383.85,3195.87,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,78,0,0,0,3,3,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,18,0,2,6,0,0,0,0,0,6,0.0,2382.15,0.0,0.0,0,0.0,0.0,0.0,1
863,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,0,0.0,0.0,0.0,0
734,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.81,0.0,0.0,0.0,0,0.0,0.0,0.0,0
163,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,120000,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,23225.82,0.0,0.0,0.0,0,0.0,0.0,0.0,0
136,390.81,0.0,353.97,0,1,1,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,6,0,0,0,15,3,0,1434.42,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,24,0,2,0,0,0,0,0,0,24,970.32,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1265,161.7,0.0,221.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,6,0,0,0,0,3,0,4947.18,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,9,0,2,0,3,0,0,0,0,0,13.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0
554,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.39,0.0,0.0,0.0,0,0.0,0.0,0.0,0
577,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
718,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,71.4,0.0,0.0,0.0,0,0.0,0.0,0.0,0
708,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.58,0.0,0.0,0.0,0,0.0,0.0,0.0,0
916,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.29,0.0,0.0,0.0,0,0.0,0.0,0.0,0
566,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,37171.32,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
29,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,90.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,29.04,0.0,0.0,0.0,0,0.0,0.0,0.0,0
355,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,90.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,12,66.78,0.0,0.0,0.0,0,0.0,0.0,0.0,0
735,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.63,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1739,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,25200.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,9,21.45,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1218,36.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16.8,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,15,113.97,0.0,0.0,0.0,0,0.0,0.0,0.0,0
445,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1137,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.59,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1924,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1300,0.0,0.0,120.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,6,0,0,0,0,3,0,30.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,2,0,6,0,0,0,0,6,29.04,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1095,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,60.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
